review_id,reviewer_name,rating,review_date,review
0010594847_1_0,波波夫妮,4.0,2026/03/18,以書信往返串起不同人生的煩惱與選擇，看似是替他人解惑，其實也在回應每個人心中的迷惘。故事溫柔卻不流於理想，讓人看見即使在不完美的處境中，人仍有選擇與改變的可能。作者東野圭吾透過角色之間的連結，傳達一個重要訊息：沒有誰的困境是孤立的，每個回應與選擇，都可能在無形中影響他人。那些看似微小的善意，往往能成為他人前行的力量。讀完後會明白，答案未必來自他人，而是在傾聽與回應的過程中，慢慢浮現。人生的重量，也因此變得不再那麼孤單。
0010594847_1_1,一掌拍死你,5.0,2026/02/23,東野圭吾的書不會讓人失望。第一次閱讀解憂雜貨店的時候還是國一，當時就覺得蠻有趣的，直到現在前前後後大概讀了四五次，還是很喜歡故事情節及文筆。
0010594847_1_2,悠理,5.0,2026/02/19,這本書真的是經典中的經典了吧！當年第一次讀的時候覺得題材很特別，一下就看完了，然後重複看了好多次。電影也很好看～
0010594847_1_3,beauty0521,5.0,2026/02/01,以好幾段小故事構成了一本書，因爲偶然，三位少年的奇幻旅程就此展開，內容有趣，但有時帶點懸疑刺激的感覺。那一瞬間的交會演變成一生一世的救贖，好奇妙啊……
0010594847_1_4,宸綾Ava+,5.0,2026/01/04,作者是東野圭吾，日本知名作家，原本以推理小說聞名，後來開始創作較溫暖、貼近人心的作品。《解憂雜貨店》就是其中很具代表性的一本，透過不同人物的故事，探討人生選擇、後悔與希望，也讓讀者在閱讀過程中反思自己的人生。《解憂雜貨店》是一本表面上看起來輕鬆溫馨，但實際上蘊含許多人生思考的小說。故事圍繞著一間已經歇業的雜貨店，只要把自己的煩惱寫成信投進信箱，隔天就會收到回信。這樣的設定雖然帶點奇幻色彩，卻讓人願意相信，也讓整個故事顯得溫暖而真實。書中出現了許多不同角色，每個人都有屬於自己的煩惱。有的人在追求夢想與現實生活之間感到拉扯，有的人因家庭責任而感到壓力，也有人因過去的選擇而深深後悔。這些故事雖然發生在不同時空，卻彼此串連，讓我感覺每一個人的選擇都可能影響到別人的人生。閱讀過程中，我發現這本書並不是在告訴讀者「正確答案是什麼」，而是讓我們看到每個人在做決定時的掙扎與不安。雜貨店老闆給的回信，往往不是直接替對方下決定，而是提醒對方思考自己真正想要的是什麼。這讓我體會到，其實很多時候我們不是缺少建議，而是不敢面對內心真正的想法。書中提到的「選擇」讓我印象非常深刻。有些角色因為害怕選錯而遲遲不做決定，最後反而錯過了改變的機會。這讓我想到自己在生活中也常有類似情況，像是在課業或未來方向上，因為擔心結果不好而選擇逃避。這本書讓我明白，不做選擇本身也是一種選擇，而且可能帶來更多遺憾。此外，我也從書中感受到善意的力量。雜貨店老闆只是單純回信、給予建議，卻在無意之中改變了許多人的人生方向。這讓我想到，平常生活中一句鼓勵或一點關心，看似微不足道，卻可能成為別人繼續努力的重要動力。整體而言，《解憂雜貨店》並沒有艱深難懂的道理，而是用平實的故事提醒我們，要勇敢面對自己的選擇，也要珍惜每一次幫助他人的機會。讀完這本書後，我不只感到心情被療癒，也學會用更成熟的態度去看待未來的不確定性。
0010594847_1_5,Ellen,5.0,2025/04/05,這是我第一次閱讀東野圭吾的作品，被故事情節深深吸引。每個章節看似自成一篇，但每篇之間又互有關聯，最後收尾時所有的伏筆漸漸收攏，讀起來很有想要繼續深究的樂趣。故事本身溫馨感人，透露出舊世代長輩的處事價值，是用虔敬的心來回答所有人的煩惱，無論提問者是否抱著胡鬧、挑釁的心。
0010594847_1_6,xxx2000148,5.0,2025/03/20,暖心的作品，有些會淪爲心靈雞湯，故事太過平庸則沒有閱讀時令人欲罷不能的快感。但東野圭吾的寫作功夫深後，寫小說的步調高潮迭起，能在一篇篇書信中留有文學價值的底蘊。很少小說能讓我看了哈哈大笑後書闔上還能有所反思，這一本解憂雜貨店，幽默之餘還能帶領讀者領略人間至爲可貴的溫情，是我非常推薦的原因。
0010594847_1_7,雪白塵❄️,5.0,2025/03/03,完全不失推理小說的方向，一整個故事都串連在一起，不得不驚嘆作者真的超級厲害，看似是一則一則的，但是卻都是前後關聯，真的很好看。普遍很多治癒的小說都是一則一則，不同的故事線，這就是東野圭吾的厲害，總結很療愈很好看
0010594847_1_8,Z8FCRIH3XN,5.0,2025/02/26,每段故事，各自揪心，卻環環相扣角色的經歷，強迫地成長想要捨命守護的，又豈能盡如人意皆因執著，才會煩惱每次的意料之外害我在捷運都含著一泡眼淚
0010594847_1_9,慢生活的朱莉安娜,5.0,2025/02/14,《解憂雜貨店》是東野圭吾少數以溫暖療癒為主題的作品。故事圍繞著一家開在靜謐街巷的「浪矢雜貨店」。這家雜貨店在白日裡販賣生活用品，夜晚卻搖身一變成為無數人心靈的避風港。只要將煩惱寫成信投進鐵捲門的投遞口，隔日就能在店後方的牛奶箱中，收到來自雜貨店老闆的回信。全書故事橫跨數十年，由幾段看似獨立的人生，悄然拼湊成一幅完整的拼圖。當中有懷抱夢想卻因愛情而躑躅的女孩、有渴望逃離家業去追尋音樂夢想的青年，也有對家庭感到無助與迷茫的少年⋯⋯那些看似細小而輕微的煩惱，深深地影響著每個人未來的人生走向。所有信件穿越了時間，最終串起了一場關於選擇與救贖的旅程。東野圭吾以巧妙的敘事方式，讓看似平行的故事線緩緩交錯。人物們彼此並不相識，卻在一封封信件中互相影響，最終拼湊出完整的故事。正是這種「命運的偶然與必然」，讓我欲罷不能——或許，我在某個瞬間做出的選擇，也曾靜悄悄地改變了某個人的人生軌跡。這本書的結局，並非每段人生都完美收場，有些人依然帶著遺憾前行，有些夢想依舊遙不可及。然而，正是這些微小的「被理解」、「被傾聽」，讓失落得幾度放棄的靈魂再次感受到絲絲溫暖。
0010594847_1_10,May888,3.0,2025/02/13,這是一本很有創意又好看的小說，帶點神秘又有趣的故事，讀起來很開心又療癒，幾段故事、幾個短篇，但環環相扣貫穿前後，有高潮起伏的趣味又令人讚嘆寫故事的功力
0010594847_1_11,Y,5.0,2024/12/17,推薦給想要讀一本溫暖心靈的書的人。國小高年級到中學生也可以嘗試閱讀。這是一個帶有奇幻色彩的故事，裡面有很多不同類型的角色，但是看似獨立的故事最後都在浪矢家的雜貨店和孤兒院丸光園有了交集。作者利用不同角色的主觀角度來描寫相同事件的手法，讓讀者更可以深刻體會到只從單一角度看待事情所可能產生的盲點。看完這本書之後，我的第一個想法是想要試圖回憶自己以前諮詢别人意見或給予別人建議的經驗：當無法對某事做決定，而去求助他人時，是不是真的只是想從對方口中聽到一個符合自己內心期待的回答而已？當回答不符預期時又是否會接納呢？不管最後的選擇是何者，凡事的後果都是要由自己承擔的，即使是因為聽從了別人的建議而做，實際做出選擇和執行的人還是自己！想到這裡，就覺得更該為自己的所作所為完全負責，雖然好像有點偏題了，但也是個不錯的收穫。
0010594847_1_12,yo_tameko.1181,1.5,2024/08/23,包裝只有最上面放一個防撞泡泡紙，側邊完全沒有導致書撞傷，而且解憂雜貨店這本書甚至是沒有包塑膠膜的，只能說有點誇張。
0010594847_1_13,矮子,5.0,2024/06/25,解憂雜貨店是日本知名作家東野圭吾的一部小說。這本書的主題是一家神秘的雜貨店，把自己的疑惑寫成信，投到雜貨店裡，店主就可以幫忙找出解決疑惑的辦法。我覺得這本小說最吸引人的地方是每個角色，都有自己的思想跟思考方式，書中的角色也都描寫的十分生動，他們的煩惱也都在現實中出現過，可以讓讀者跟著書中一起思考問題怎麼解決，讓讀者把自己代入到書中。每一個故事的背後都藏著人生哲理，可以讓讀者探索人性，作者把小說裡每一個人的心路歷程，還有成長都完美表現出來，讓讀者了解故事裡的人物為什麼會做出這樣的決定。這本小說也包含了一點懸疑成分，可以讓讀者享受在劇情當中。在書中，每個情節的設計都非常細心，每個情節都是獨立但又可以串連起來的。如果是喜歡探索人性和懸疑的讀者，非常推薦《解憂雜貨店》
0010594847_1_14,米爾斯,5.0,2024/05/08,在這個世界上，過著群體生活的物種們，無論是哪一個，都有樂於幫助夥伴的良好秉性與天生直覺；不忍心看著他人受苦，你可以解釋為悲天憫人，願車馬衣裘與朋友共，這叫做有福同享。同情他人遭遇而潸然落淚，落實了慈悲的感同身受，對無能為力者伸出援手，是施比受有福的大愛實踐。​​三個迷惘少年的人生，眼看就要毀於一場災難，沒想到卻與重啟聯繫的雜貨店建立連結；思念在時空三態中不停流轉，讓過去與現在情感交融，自己也獲得巨大啟發。書中陳述的每段故事，都有涓滴細流的情感張力，在作者妙筆串聯下，於劇末匯集成汪洋，用溫暖與感性帶走心靈煩憂，同時也為讀者灌注滿滿活力。​​過去與未來的話題，一直是戲劇或電影愛用橋段，以及引人入勝的討論焦點。人類綜合能力雖高於萬物之靈，唯獨無法掌握時空奧秘，只好以能夠控制的當下，來緬懷過去與冀望未來，希望獲得心靈上的安適。當下的力量，是人們最珍貴的寶物，千萬不要小看自己，唯有你，擁有能導正過去與創造未來的能力。
0010594847_1_15,沐沐的閱讀天地,4.0,2024/03/03,看到滿多人推薦這本的，但我個人覺得還好以解憂為主題，發生在一個雜貨店裡，店裡和店外的時空不一樣裡面發生許多投信人的人生故事比較沒有推理的成分，算是一本溫暖的書
0010594847_1_16,獨書先生｜ig: Bookrev_w,5.0,2023/12/02,📍平凡的街道上 座立一家名為「解憂雜貨店」的舊式店舖 只要將帶有煩惱的信件放進投遞口 隔天便會收到回信解答📨📍幾個看似不關連的故事 在不同境遇中串連在一起 信件的時空穿梭 三個誤打誤撞的搶匪意外成為雜貨店的「接班人」為眾人解決煩惱 故事奇幻又帶有點推理情節 透過奇幻的時光雜貨店為五位迷失方向的人解憂 成為他們提供人生哲理的導引🛤🔎其中有兩個故事最令我印象深刻 當中既有迷失及感人的情節 兩位需要解決煩惱的人向雜貨店求助 沒想到解答者竟然是另有其人 卻同樣能引領他們進入人生另一種意義🔸🔸🔸🐟魚店音樂人的夢想🎼主人翁擁有創作音樂的夢想 家庭卻希望他承繼家族傳統的魚店生意 主角迷失於音樂以及繼承家業的兩難局面 曾嘗試向音樂發展 卻遲遲未有得到賞識及讚揚究竟主角最終的命運是甚麼 他能否為自己的人生找到歸宿及定位 會是順從父母繼承衣鉢 還是向自己的夢想出發 成為真真正正的音樂人？🔎最後的結局令我非常欣賞及感動 作者加入當年的時事作引例 貫穿現實社會事件 增添了時間流轉以及橫跨三十年的歷史洪流 或許結局未盡人意 但你總會為別人帶來希望及感恩之心🔸🔸🔸👩‍👧綠河的女兒👶🏻❤️故事主角因不慎擁有了孩子 但家境貧窮以及感情關係之間的不明確而感到迷惘 在生小孩與放棄之間作出抉擇她所選擇的道路會是甚麼 最終會為眾人帶來怎樣的結果 若在責任以及恨心之間做出決定 你又會如何選擇 你的選擇又會是正確還是錯誤？🔎又是一個非常精彩的故事 凡事不能只看表象 人是擁有感情的生物 有了心理準備 能夠讓人幸福美滿 事件總不是偶然或者幸運 也不是甚麼奇蹟出現拯救世人 而是有人一直守護在你身邊📝「會來諮詢的人通常心裡都已有了答案，詢問只是想得到更多的支持。」沒有人能夠為問題提出正確答案或標準答案 所謂正確只是來自於自己的想法及感受 人人生而不同 也會有不同的意見及情感 最終走出人生道路的都會是自己📝「正因為是白紙，所以可以畫任何地圖，一切都掌握在你自己手上。」✨人生充滿無限可能 會有煩惱迷失的時候 你擁有自由 能夠自己選擇想要的方向前進 也許路途遙遠或充滿不安 但最終必定能達到彼岸 向心中繁花似錦的人生目標邁進🌄/評價：📚📚📚📚📚(5/5)—————————————————————————————————。人生沒有正確與否，敢於冒險，遇上錯誤的時候，再轉彎也未遲。
0010594847_1_17,彩喵,4.5,2023/10/25,"一篇篇的小故事最後卻都連接起來,有對人性、對家庭\、對母愛、對於自我認同人生的探索,縱然是孩子也可以看得懂,哪怕當成一般故事看也可以,最近看的書當中很愛的一本"
0010594847_1_18,ccc,5.0,2023/04/16,沒有驚悚的內容，看似故事內容平淡卻環環相扣，看完後腦中仍會一直回想故事情節、人物之間的關聯，很喜歡這本書。
0010594847_1_19,ypy,5.0,2022/11/20,2013年曾寫過本書書評，2022年11月再寫一次，把舊的書評刪除...因入手一本日文版，發現還挺難讀的，於是將中文版找出來參照讀很詳細逐字逐句閱讀，發現中文版有漏譯幾句...而且也不是逐字翻譯，有的難句竟然用意譯的方式不過也不能怪譯者...看原文書就算有字典在手，也不知作者想表達啥...非得看中文版才知道正確含意譯者這樣翻譯應該有開過編輯會議討論，或者找日本人諮詢
0010594847_2_0,有好有壞,5.0,2022/07/29,"與其說這是一本懸疑小說，我更認同它是一部深刻探討人際關係的作品，作者以細膩的手法，時空交錯的講述著故事，總能讓人在某個環節讚嘆「原來如此」，驚訝「他們之間竟然有關聯」，這是咀嚼文字的樂趣。書中以「浪矢雜貨店」為主軸，老闆的""不務正業""，透過書信往來幫大家解決疑難雜症，成為他一生當中最重要的價值與意義。因為匿名的緣故，讓許多難以啟齒的話得以講開，但也因為如此讓很多真實的背景遭到隱匿，留下了雙方的模糊空間。我很喜歡浪矢老闆對於回信解惑的概念，他認為其實每個人在寫信時就已經決定了自己要怎麼做，他們只是希望透過第三者的認同來增強自己的信心，所以解決問題的主導還是在事主本身。這不就好比我們所信仰的神祇？人們總在困頓時找上神祇，透過各種方式探尋神意，希望得到神靈的幫助。然而實際上真正能解決問題的只有自己，所謂的神意也只是增強信心的安慰劑而已，人才是主體，神沒有能力去為你做決定，就如同浪矢先生一般。在諸多的案例中，最觸動我內心的是漁店音樂人以及蹺家的小開。漁店音樂人拋下家業，甚至是照顧父母的責任，努力追尋著自己的夢想，直到生命的最後一刻都沒親眼看見自己的音樂有發光發熱的一天，而是為了拯救一條小生命而葬身火場，這是何等不值？但為了理想奮不顧身，真真切切努力過，驀然回首，留下了一抹璀璨，這一生真的不值麼？蹺家的小開為了逃脫家境潰敗，為了逃離父母的掌控，過著隱姓埋名的數十年歲月，最後才發現當年的離開導致了父母的自殺，臨終前還想著要保護小孩，把小孩的""死""也寫進遺書裡，讓他真真切切成了一張白紙，數十年的怨總算得到化解，然而悔卻從此伴隨一生。而汪汪女老闆的際遇，是裡頭真正遵循""神意""而獲利的人，但這裡的神不是浪矢，而是三個被社會所歧視的底層小混混，或許這是作者的諷刺吧？！或許這世上真的有知曉未來的神可以給予幫助，但如果汪汪一味的遵循神意，那麼她就會失去了自我節制的能力，迷失在金錢利慾的流轉間，就如同她斷然拒絕饅頭小店老闆的哀求給予機會一般，如果沒有最後被綁架的這個契機，那麼很有可能只是再造就出一個冷血的勢利商人，而安排三個混混來綁架她，或許是浪矢老闆的巧妙安排吧？最後一封對於空白來信的回覆，則是把整個故事做個結論，每個人都是帶著定見來徵詢的，哪怕只是投遞一張白紙，浪矢老闆總能將它善解，讓對前途迷茫的年輕小夥子得到救贖，每個人的生命都有意義，人的一生不會是空白.......這本書之所以敲擊內心，在於我總能在人物角色間找到自己的投射身影，彷彿自己也逃不出作者的掌握。是啊！人生有太多的苦難，有太多的選擇，每一種選擇都沒有對錯好壞，看的是自己的內心以及承受後果的擔當......."
0010594847_2_1,wow,5.0,2022/05/25,沒有推理，沒有罪惡，沒有兇手。令人驚喜。東野圭吾不曾讓人失望。故事很溫暖，我是慢慢、慢慢看完的，細品更覺文字埋藏的深意。「因為是白紙，所以才有無限可能啊」
0010594847_2_2,Christmasbb,5.0,2022/05/06,真的很感動的一本書～看過電影後再來看原著更有感覺，覺得劇情設定很新穎！還有提到上個世代的很多故事，在那個年代我們無法體會到的許多人事物。
0010594847_2_3,書封的材質很糟糕  竟然會翹起來⋯,5.0,2022/01/06,這本書真的溫暖又精彩我原本以為只是一本輕小說沒想到跟著故事的節奏轉來轉去的整個出乎意料故事中帶給人很多啟發而且不會讓人覺得流水帳有劇情有張力有高潮也讓人很有啟發我覺得真的是2021年最好的一本小說了
0010594847_2_4,YY,5.0,2021/10/24,"初次閱讀時,覺得這本書似乎較接近伊坂的敘事方式;最近又重讀的這本小說,重新感受其佈局:多個故事皆有關聯,也互相呼應;將其重組後,似乎對於整個故事的世界更有全面的了解;"
0010594847_2_5,Willy,5.0,2021/10/14,記得第一次看這本是國中老師指定它為班書，打開後不到一天就看完了哈哈，裡面的友情、親情等等都描述的十分到位，令人心頭湧起一陣溫暖的感覺。
0010594847_2_6,aaa,5.0,2021/10/10,當初在圖書館看到這本書，就有很深刻的印象，畢竟能像這本書一樣讓人一直想看下去而且劇情又很有意思的書應該不多見，結局也可以看到作者的用心。
0010594847_2_7,芳,5.0,2021/09/28,此書環環相扣，不愧是東野圭吾大師，每篇看似獨立，卻一環扣著一環，最終成為一個圓圈，我推薦大家一定要來看看這本書
0010594847_2_8,Tom Lin,2.5,2021/09/12,不應該叫解憂，應該叫憂鬱店。怎麼可能有人去火場救別人家小孩，作者在幻想自我安慰嗎。小芹被爸媽怎麼虐待的也沒說，怎麼可能因為一個陌生人的出現就說要傳愛不是恨。最後只讓我覺得沒有解憂，只有增加憂。不知道是誰帶頭亂推薦，浪費我好多時間。
0010594847_2_9,POOHSANTHOUGHTS,4.5,2021/09/02,這本書我非常推薦給每一位朋友！！！🥰書中講述了我們在人生中各方面的難題我們找別人來咨詢一些問題的同時其實我們心中已經有了相對的答案有時候只想別人肯定自己的選擇即使我們聽完別人的意見而沒有作出任何選擇但事情也會隨著我們心中當初既有的選擇來發展✨每個人都曾站在人生的十字路口上面臨選擇過因為不知道前方會是什麼樣的風景或挑戰在等著自己深怕一選錯就會毁了自己的人生當下不了決定時候就很想找人相量或者說是參考別人的經驗或意見來決定自己的下一步該如何抉擇?🌚但其實我們每一個當下的難題都是在未來我們口中所謂的「不過如此」而其實每一個難題只要我們做到無悔地抉擇即使每一個當下覺得是「壞」的選擇在未來也會出現「好的救贖」在乎的是你用怎樣的角度去看待事情只要做好自己上天自然會有最好的安排在等著我們～🌝正如書中所說的：「你的地圖是一張白紙，所以，即使想決定目的地，也不知道路在哪裡。🌫地圖是白紙當然很傷腦筋，任何人都會不知所措。😭但是，不妨換一個角度思考，正因為是白紙，所以可以畫任何地圖，一切都掌握在你自己手上。🌞你很自由，充滿了無限的可能。🕊這是很棒的事。🧚🏻‍♀️我衷心祈禱你可以相信自己，無悔地燃燒自己的人生。」🔥
0010594847_2_10,Clearday,5.0,2021/06/14,這本書讓我聯想到曾經看過的一本書［在天堂遇見的五個人］人與周遭的人甚或是陌生人都有機會產生連結與影響，這本書印象最深刻的是不放棄夢想的音樂人，最後因為救人而犧牲自己生命，但他的音樂在他死後流傳下來了，看似遺憾的事情，換個角度想音樂人是用另一種方式活下去；這是一個人帶給另一個人的影響力，甚至可以影響更多人將這個善意傳達出去。人的一生總是充斥各種煩惱、充滿著各種選擇與不確定，總希望有人能在我們需要的時候為我們指點迷津從中獲得一些肯定與力量向前走。這本書充滿良善與溫馨，我也希望能夠盡自己所能幫助別人，讓這個世界多一點溫暖。這是一本適合睡前閱讀的小說！
0010594847_2_11,書閣,5.0,2021/06/07,最近解憂雜貨店出了新的書封，有興趣的人可以用藝fun券購買收藏喔。（但我較喜歡舊版的。）我是先看過電影再對書有興趣，看完覺得滿心的感動，溫暖洋溢充滿胸口。是本能讓自己向前邁進的正能量小說。無雷大意：主角為三個從小在孤兒院長大的男孩，步入社會後發現自己與社會格格不入（被上司怪罪莫須有罪名等等），因此萌生偷竊的念頭。在一個準備犯案的夜晚，他們因車子拋錨而躲藏到浪矢雜貨店，發現不斷有人投遞寫滿煩惱的信件到雜貨店裡，而且是來自33年前的信。三人開始回信給有煩惱的人們，解決了許多人的憂愁，再次感受到自己也是對社會有益處的。「她感謝的是我們，是對我們說謝謝，對我們這種人，向我們這種不入流的人道謝。」他們收到的感謝信如此寫到。而他們三人眼睛也透露出以前沒有的璀璨光輝。浪矢雜貨店原本是由浪矢爺爺替人解憂的，直到他過世33年後，意外由這三個年輕人接手了一晚。在那個夜晚時光通道開啟了，發生了很多溫暖人心的故事。書封上寫了：「那時候的回答，拯救你了嗎？」整本書裡看似互不相關的故事其實都是有連結的，很喜歡這點，細小的火苗終於連結在一起，並燃出希望的火焰。偶有熱淚在眼眶，但也不至於煽情，動人的故事內容令我回味再三。
0010594847_2_12,琳達,5.0,2021/05/10,真的是本很奇妙很好看的書，可以細細品味，慢慢推理．我是先看電影才看書，看電影時我都已經哭到不行了，作者的筆中的溫度更是讓我感動流淚。每個人都會有不同的煩惱，或許跟書中的大家一樣，自己心中都有答案，缺少的只是有人推進一把，希望現實中也有這種能夠傾聽別人，給人意見的地方．
0010594847_2_13,鱈魚,4.5,2021/05/09,作者巧妙的利用丸光園和浪史雜貨店把所有的人物關係緊密的聯繫在一起，雖然很厲害，卻有種世界好小的感覺。這本書也沒有太多需要推理的地方，但看完之後會覺得心暖暖的。
0010594847_2_14,書蟲尼莫,4.5,2021/05/05,解憂雜貨店教會我的事，勿以惡小而為之 勿以善小而不為。福份將成一個循環，總有天會如天降甘霖般滋潤著未來的你。冥冥之中都注定好了誰與誰的緣分，只要按部就班做好當下，其他交給命運安排，我相信是對自己最盡力的負責了！
0010594847_2_15,小L,4.5,2021/05/03,這本書沒有懸疑推理或太多燒腦成分，一開始多少有些失望。但一頁頁看下去卻發現是本非常感人有溫度的作品。尤其感到人生迷茫時閱讀，會讓內心有種安定的感覺。此刻的努力與付出不會白費，終將會成為生命中的一頁精彩。
0010594847_2_16,白櫻樹,4.5,2021/04/19,很喜歡這本書，好幾段看完都感動的哭了，帶給人喜悅與力量的一本好書。而且劇情環環相扣，一點也不會有突兀的感覺，人物刻劃立體，劇情的鋪陳也讓人能毫無負擔的閱讀下去。
0010594847_2_17,安仔,5.0,2021/04/03,之前一直聽這本書有許多人對它讚譽有佳，但是一直沒時間也對日本小說有些倦怠感，所以一直沒有去讀。到了今天讀完這本書我終於明白為何大多人對它好評不斷本書雖是眾多短篇匯聚而成，但是每篇都有相互關聯內容是主角三人在一家廢棄的雜貨店收到過去的信件，都是遇上許多人生難題，希望得到一些答案。在這過程中，主角三人解答、討論該如何解決這些信件主人的人生困境，並救贖了這些人本書的最後，主角三人收到過去雜貨店老闆的信件，也得到他們人生中的答案和方向究竟他們問了什麼問題，回答了什麼問題，就由讀者自己看了
